store_id,month,deliveryTracked,deliveryLate,deliveryTime
8162,2012-05-29,5543,658,194483
8371,2012-05-29,1547,737,102243
8076,2012-05-29,1617,623,89974
8444,2012-04-28,27,16,2149
8306,2012-06-28,1814,599,96862
8774,2012-05-29,183,75,11202
8350,2012-05-29,2116,1090,133598
8929,2012-06-28,56,13,2592
8773,2012-04-28,823,496,62564
8316,2012-06-28,1306,43,39147
8119,2012-04-28,348,229,28892
8947,2012-03-29,567,137,26060
8091,2012-04-28,270,113,15201
9019,2012-04-28,83,8,2859
8971,2012-03-29,43,5,1792
7239,2012-06-28,4916,351,152490
8828,2012-06-28,2408,218,88311
8832,2012-06-28,558,251,35337
8744,2012-05-29,953,418,54990
8464,2012-06-28,1863,1104,144144
8161,2012-04-28,526,62,19629
8078,2012-05-29,2184,1009,136314
7402,2012-06-28,4905,961,222439
9091,2012-05-29,494,27,15168
8680,2012-06-28,1517,213,52920
8341,2012-03-29,197,27,8721
8234,2012-06-28,1506,429,83575
8993,2012-05-29,496,221,27494
8774,2012-06-28,324,170,21672
9023,2012-05-29,1039,340,47536
8094,2012-05-29,1144,545,72875
8889,2012-03-29,1317,594,86265
9084,2012-04-28,191,86,12881
9173,2012-06-28,756,35,20371
8985,2012-03-29,64,54,4133
8549,2012-06-28,1895,372,87536
8959,2012-03-29,251,116,18281
8330,2012-05-29,124,81,7433
9009,2012-04-28,394,140,22118
8130,2012-03-29,534,396,49601
8467,2012-05-29,243,110,16731
8019,2012-04-28,2435,1134,148437
8569,2012-04-28,342,264,37160
9030,2012-04-28,432,81,18227
8227,2012-06-28,83,45,6255
8319,2012-05-29,213,91,10951
8913,2012-03-29,294,51,12279
8013,2012-06-28,2484,1520,192604
8990,2012-05-29,958,550,58206
8944,2012-04-28,375,118,20706
9007,2012-05-29,199,5,7173
8156,2012-06-28,1358,793,92375
8216,2012-03-29,445,186,27148
8600,2012-03-29,2519,561,112303
8121,2012-03-29,10,2,504
8666,2012-05-29,0,0,0
8961,2012-05-29,1198,37,29778
8093,2012-03-29,1123,804,133712
8789,2012-03-29,267,64,10827
8595,2012-05-29,2241,575,118260
9084,2012-06-28,766,264,39584
8156,2012-05-29,1258,610,69263
8864,2012-06-28,0,0,0
8023,2012-05-29,3550,942,170920
8220,2012-05-29,102,64,8164
8942,2012-06-28,59,21,3191
8027,2012-04-28,2168,834,122031
8508,2012-03-29,977,124,39290
8407,2012-05-29,56,32,3923
8162,2012-04-28,5697,955,222282
8104,2012-03-29,24,10,2238
8945,2012-03-29,118,102,8307
8122,2012-05-29,97,86,9779
8224,2012-03-29,1652,353,71984
8954,2012-05-29,29,21,3577
8756,2012-03-29,612,278,38558
8711,2012-06-28,1136,523,62480
8470,2012-04-28,2637,1657,211671
8858,2012-04-28,907,461,64743
8548,2012-03-29,5186,1101,223587
9000,2012-06-28,110,35,6334
8805,2012-05-29,537,162,28368
8936,2012-06-28,1069,272,50058
8948,2012-03-29,572,148,27747
8350,2012-06-28,2124,1374,155520
9004,2012-04-28,29,13,2168
8351,2012-03-29,2,0,102
8932,2012-04-28,315,83,16883
8409,2012-03-29,2214,391,97726
8903,2012-05-29,2127,437,92982
8602,2012-03-29,81,37,4619
8404,2012-03-29,639,172,31490
8916,2012-04-28,253,40,11029
8558,2012-06-28,2114,124,65188
8296,2012-04-28,189,16,7368
8150,2012-03-29,864,54,25047
8558,2012-03-29,1733,89,50830
8857,2012-05-29,712,78,22709
8407,2012-04-28,75,35,3874
8276,2012-04-28,1919,591,101312
8614,2012-04-28,486,89,19971
8941,2012-03-29,24,21,672
8463,2012-03-29,229,32,9055
8389,2012-04-28,170,40,7109
8459,2012-05-29,10,5,704
8031,2012-06-28,1225,62,30834
8870,2012-05-29,540,75,20711
8643,2012-04-28,110,54,5753
8988,2012-06-28,718,407,44423
8831,2012-03-29,0,0,0
8444,2012-05-29,32,24,2813
8382,2012-06-28,226,62,9887
8571,2012-04-28,1047,348,50846
8900,2012-03-29,1509,261,64524
8122,2012-04-28,153,135,19377
8077,2012-03-29,415,51,14269
8962,2012-04-28,999,151,43402
8150,2012-04-28,855,156,34813
8839,2012-04-28,0,0,0
7923,2012-04-28,3377,1398,182611
8574,2012-04-28,583,64,21227
8167,2012-06-28,1031,207,41207
8574,2012-05-29,599,56,21789
8557,2012-03-29,62,24,4581
8574,2012-04-28,583,64,21227
8790,2012-05-29,2837,151,82830
8332,2012-06-28,264,67,13475
8480,2012-03-29,1285,10,39204
8028,2012-03-29,7117,2154,363312
8140,2012-03-29,812,126,34252
8652,2012-06-28,2664,310,93066
8094,2012-04-28,1293,599,87955
9084,2012-05-29,529,170,26395
8091,2012-03-29,291,153,20684
8951,2012-03-29,56,10,1971
8958,2012-05-29,2478,259,100966
8470,2012-03-29,2727,1566,196994
8034,2012-03-29,0,0,0
8055,2012-03-29,0,0,0
8055,2012-05-29,0,0,0
9256,2012-05-29,0,0,0
9013,2012-04-28,2092,507,93155
8556,2012-03-29,62,43,5980
8868,2012-05-29,0,0,0
8480,2012-05-29,1236,13,37238
8136,2012-05-29,2519,1258,164451
8388,2012-04-28,321,102,17512
8951,2012-04-28,599,29,15511
9132,2012-04-28,0,0,0
9023,2012-06-28,915,550,69244
8740,2012-04-28,1425,739,86313
7402,2012-03-29,4927,777,211266
8161,2012-03-29,523,99,19167
8355,2012-03-29,121,64,8267
8936,2012-03-29,739,83,25382
8126,2012-06-28,1074,75,31063
8114,2012-05-29,664,248,56762
9271,2012-06-28,102,2,3086
8387,2012-03-29,2,2,0
8115,2012-06-28,4646,575,173826
8382,2012-03-29,178,18,5297
8165,2012-04-28,1177,48,32964
8534,2012-05-29,16,16,909
8550,2012-05-29,253,62,12916
8508,2012-04-28,904,110,36460
8386,2012-05-29,440,105,21697
8950,2012-04-28,410,175,26157
9057,2012-05-29,207,8,5321
8955,2012-05-29,94,35,5543
8677,2012-06-28,218,48,10276
8789,2012-04-28,288,137,19197
8841,2012-06-28,0,0,0
8371,2012-04-28,1787,939,123681
8601,2012-03-29,2087,801,123751
8138,2012-06-28,1314,237,61703
8459,2012-06-28,0,0,0
8667,2012-03-29,113,18,5367
8990,2012-04-28,904,531,53870
8349,2012-05-29,548,302,38539
8274,2012-03-29,936,162,42665
8166,2012-04-28,0,0,0
8656,2012-06-28,62,48,5529
8867,2012-03-29,567,54,19151
8313,2012-06-28,3099,1061,166041
9016,2012-06-28,426,253,34975
9014,2012-05-29,105,13,3755
8900,2012-05-29,1485,345,70013
8362,2012-06-28,0,0,0
8000,2012-03-29,3742,1903,246647
8387,2012-04-28,2,2,194
8749,2012-06-28,1665,734,97148
8801,2012-06-28,923,359,48462
8605,2012-04-28,164,8,5016
9026,2012-05-29,407,113,19550
8870,2012-06-28,577,94,24756
8874,2012-03-29,102,40,6339
8097,2012-03-29,1463,634,86953
8128,2012-04-28,2162,618,114471
8218,2012-04-28,996,56,31892
8153,2012-06-28,162,10,5491
9057,2012-06-28,321,8,7786
8701,2012-05-29,602,332,37573
8487,2012-05-29,828,423,52128
8346,2012-05-29,1198,286,55676
8842,2012-06-28,0,0,0
8163,2012-05-29,86,10,4660
8075,2012-05-29,442,194,26589
8887,2012-03-29,3407,191,103682
8513,2012-04-28,1641,124,54629
8695,2012-04-28,1066,653,75257
8167,2012-05-29,864,140,35799
8091,2012-06-28,337,180,22218
8410,2012-06-28,383,278,31741
8993,2012-04-28,469,191,24005
8405,2012-03-29,256,143,16534
8093,2012-06-28,1080,405,62553
8994,2012-06-28,691,410,45900
8354,2012-03-29,826,496,60874
9031,2012-05-29,421,24,12808
8000,2012-06-28,3542,2265,282598
8920,2012-03-29,51,13,2567
8464,2012-03-29,1463,575,88254
8701,2012-03-29,596,318,37038
8072,2012-04-28,3493,2200,272673
8129,2012-03-29,121,24,5842
8210,2012-06-28,853,162,35526
8129,2012-04-28,151,43,7867
8278,2012-04-28,1474,202,51937
8601,2012-05-29,2008,1007,139835
8404,2012-04-28,575,153,28776
8122,2012-03-29,35,35,2662
8739,2012-03-29,291,108,16553
8801,2012-04-28,785,288,45381
8963,2012-05-29,494,140,24958
9116,2012-06-28,712,89,26767
9016,2012-03-29,8,0,245
8217,2012-05-29,737,86,27529
8082,2012-03-29,837,272,45886
8871,2012-03-29,1933,1125,130950
8712,2012-03-29,272,75,12533
8939,2012-04-28,91,62,7627
8693,2012-03-29,899,399,48073
8053,2012-04-28,5888,1455,276355
9010,2012-04-28,213,24,7730
9057,2012-03-29,8,0,194
8153,2012-04-28,116,21,5216
7095,2012-04-28,588,577,41029
8130,2012-04-28,459,305,37373
8857,2012-04-28,515,35,12344
9054,2012-05-29,13,0,337
8467,2012-03-29,245,83,13208
8557,2012-05-29,89,56,7881
8093,2012-04-28,1015,459,65431
8210,2012-04-28,901,48,28846
8942,2012-04-28,54,24,2918
8059,2012-05-29,842,172,34508
8354,2012-05-29,683,491,55458
9045,2012-05-29,29,0,756
8308,2012-06-28,2103,270,73558
8183,2012-05-29,1517,272,70146
8025,2012-05-29,1733,488,83786
8614,2012-06-28,531,126,23843
8512,2012-06-28,623,205,34371
8406,2012-03-29,81,59,8756
8987,2012-04-28,1887,118,59346
8869,2012-03-29,288,86,16183
8432,2012-06-28,2138,486,96136
8745,2012-05-29,1460,1220,176882
8026,2012-04-28,1809,839,111769
8560,2012-03-29,78,43,5310
8685,2012-05-29,993,537,64459
8129,2012-06-28,129,37,5162
8555,2012-04-28,24,8,1433
8105,2012-06-28,2859,210,86013
8000,2012-04-28,3731,1725,235221
9099,2012-04-28,78,24,3588
8607,2012-05-29,43,37,3850
8693,2012-04-28,737,418,44879
8077,2012-05-29,486,153,27845
8538,2012-03-29,110,21,5799
8594,2012-03-29,1547,629,87855
8000,2012-05-29,2988,1574,205529
8913,2012-04-28,399,97,18111
8561,2012-03-29,931,167,38742
8924,2012-04-28,1393,410,74220
8372,2012-05-29,3045,1522,198242
9088,2012-06-28,1647,237,59265
8778,2012-03-29,464,210,28998
8033,2012-05-29,329,253,27793
8540,2012-04-28,1206,394,63282
8567,2012-06-28,669,270,36695
8774,2012-03-29,278,97,15932
8537,2012-04-28,237,21,7686
8941,2012-04-28,37,27,3537
8326,2012-03-29,2926,105,73610
9003,2012-06-28,1466,151,54842
9052,2012-05-29,499,40,20336
8727,2012-05-29,0,0,0
8649,2012-04-28,64,21,4131
8602,2012-06-28,43,18,4352
8410,2012-05-29,332,248,29605
8305,2012-04-28,3709,186,126508
8459,2012-04-28,5,0,202
8308,2012-03-29,1900,126,53670
8942,2012-05-29,48,13,2367
8940,2012-03-29,423,10,8502
8296,2012-03-29,969,81,33663
8931,2012-05-29,2700,321,117784
8025,2012-03-29,1468,356,68358
8346,2012-04-28,1266,191,55282
8341,2012-05-29,126,21,6180
8335,2012-05-29,604,180,30834
7981,2012-03-29,0,0,0
8828,2012-05-29,2035,81,70796
8141,2012-05-29,842,356,50363
8870,2012-04-28,758,137,30534
8143,2012-05-29,1957,1028,138969
8018,2012-06-28,2222,947,130731
8898,2012-06-28,275,24,7233
8904,2012-05-29,961,21,24019
8220,2012-03-29,148,97,11345
8144,2012-05-29,283,118,18835
8562,2012-05-29,639,450,47622
8819,2012-03-29,1012,415,49593
8450,2012-05-29,189,13,7254
8945,2012-06-28,718,475,59364
8745,2012-06-28,1641,1341,183805
8667,2012-05-29,275,99,15265
8727,2012-03-29,48,10,2041
7146,2012-06-28,8815,2473,495369
8467,2012-04-28,202,67,11456
8932,2012-05-29,243,67,13632
8839,2012-03-29,0,0,0
8921,2012-06-28,483,43,16197
8163,2012-04-28,132,18,6609
8351,2012-04-28,2,2,0
8440,2012-05-29,1649,1501,238788
8712,2012-05-29,286,145,15130
8437,2012-05-29,64,27,3172
8934,2012-04-28,62,18,2864
7095,2012-06-28,615,583,66357
8930,2012-06-28,272,29,11985
9008,2012-06-28,0,0,0
8955,2012-03-29,110,32,7246
8920,2012-04-28,43,2,1447
9164,2012-06-28,54,16,2529
8428,2012-03-29,89,37,6741
8944,2012-03-29,294,75,13224
8556,2012-05-29,135,97,9876
8652,2012-04-28,1752,116,51988
8962,2012-06-28,1312,526,75162
8119,2012-06-28,302,221,25234
8307,2012-03-29,199,48,8599
8990,2012-03-29,877,396,43988
8128,2012-05-29,2157,521,103229
8671,2012-04-28,270,118,15384
8309,2012-06-28,340,213,28655
8652,2012-03-29,1622,99,46418
8168,2012-03-29,1020,137,34125
8033,2012-06-28,440,396,38291
8549,2012-05-29,1495,299,68693
8600,2012-06-28,2640,845,132318
8154,2012-06-28,3388,993,175718
8430,2012-03-29,54,10,2505
8473,2012-04-28,1738,394,72543
8327,2012-03-29,1198,51,41612
8413,2012-04-28,2767,245,99781
8463,2012-05-29,186,27,7646
9132,2012-05-29,113,2,2000
9258,2012-06-28,556,64,16683
9008,2012-03-29,48,18,2675
8016,2012-06-28,2349,1161,155711
8911,2012-05-29,0,0,0
8077,2012-04-28,469,64,17876
8031,2012-04-28,1058,162,33177
8073,2012-03-29,677,86,21959
8440,2012-06-28,2205,1987,296559
8948,2012-05-29,988,164,44231
8961,2012-03-29,1090,286,53055
8805,2012-04-28,531,218,32067
8543,2012-04-28,891,291,48732
8339,2012-04-28,675,313,39004
8094,2012-06-28,1266,764,99184
8662,2012-05-29,3434,202,120687
8414,2012-03-29,880,13,19607
8227,2012-05-29,145,83,12819
8988,2012-03-29,459,197,26357
8766,2012-05-29,1128,548,64527
8930,2012-05-29,148,16,4714
8315,2012-03-29,804,467,56165
8029,2012-06-28,6399,4274,606414
8107,2012-04-28,45,18,3534
8440,2012-04-28,1614,1539,255376
9087,2012-06-28,418,132,24210
9052,2012-06-28,108,24,5343
8059,2012-03-29,828,210,39444
8453,2012-04-28,3086,591,120355
8410,2012-03-29,396,280,32483
8432,2012-04-28,2273,391,94275
8929,2012-03-29,45,2,1134
8864,2012-03-29,0,0,0
8914,2012-04-28,369,102,19836
8916,2012-05-29,156,37,8183
8765,2012-05-29,0,0,0
8728,2012-04-28,1233,788,90293
8063,2012-06-28,556,183,28957
9225,2012-05-29,0,0,0
8034,2012-04-28,0,0,0
8470,2012-06-28,2187,1555,208820
8465,2012-03-29,580,245,16040
8141,2012-04-28,764,318,45918
8017,2012-05-29,1717,753,101849
8543,2012-03-29,882,313,47889
8940,2012-06-28,224,29,8847
8649,2012-05-29,180,35,8326
8880,2012-04-28,307,8,10211
8765,2012-04-28,0,0,0
8342,2012-05-29,801,178,38234
8419,2012-04-28,1120,118,40316
8158,2012-04-28,272,78,14769
8101,2012-05-29,1206,189,55771
8338,2012-03-29,270,78,12771
8134,2012-06-28,569,51,23646
9153,2012-05-29,0,0,0
8406,2012-04-28,62,56,7543
8715,2012-03-29,872,658,89448
8307,2012-04-28,135,45,7624
8434,2012-04-28,48,27,2130
8882,2012-04-28,91,24,3240
8602,2012-04-28,24,8,1522
9055,2012-05-29,99,64,10227
8831,2012-05-29,0,0,0
8280,2012-04-28,2767,118,99662
8508,2012-06-28,1136,143,44358
8614,2012-05-29,396,78,16578
8540,2012-06-28,1290,64,36247
8339,2012-05-29,0,0,0
9012,2012-06-28,121,18,3458
9081,2012-05-29,24,18,3609
8401,2012-03-29,78,8,2057
8842,2012-05-29,0,0,0
8061,2012-04-28,1039,332,52779
8078,2012-03-29,2119,820,118041
8846,2012-04-28,0,0,0
8990,2012-04-28,904,531,53870
8961,2012-06-28,1220,70,35799
8432,2012-05-29,2108,461,95350
9007,2012-04-28,205,13,7303
8881,2012-05-29,275,137,18959
8907,2012-05-29,83,29,4922
8553,2012-04-28,305,21,14882
8385,2012-05-29,70,29,3685
8991,2012-03-29,494,224,27567
8927,2012-06-28,5,2,321
9020,2012-06-28,2257,464,96878
8698,2012-04-28,1863,729,101439
8712,2012-04-28,270,140,17109
8168,2012-06-28,1285,89,42673
8367,2012-03-29,448,29,13065
8351,2012-05-29,62,37,4716
8868,2012-06-28,0,0,0
8685,2012-04-28,958,510,63212
8855,2012-04-28,423,124,20206
8217,2012-06-28,847,83,31752
8487,2012-06-28,974,494,62629
8677,2012-04-28,407,24,14123
8034,2012-05-29,0,0,0
8311,2012-06-28,480,59,15773
8479,2012-05-29,456,97,17752
8296,2012-05-29,0,0,0
8105,2012-03-29,2643,116,73588
8567,2012-05-29,526,164,25893
8749,2012-03-29,1655,572,83519
8012,2012-06-28,6382,604,212706
8126,2012-03-29,731,48,22399
8831,2012-06-28,0,0,0
8554,2012-03-29,531,275,36844
9000,2012-03-29,94,43,5486
8950,2012-03-29,218,81,12282
8406,2012-05-29,54,48,6679
8777,2012-03-29,564,121,25101
8346,2012-03-29,1277,213,54761
7061,2012-06-28,6164,529,186470
8548,2012-06-28,5416,1682,277616
8757,2012-06-28,1204,955,114679
9016,2012-05-29,332,105,18716
8757,2012-05-29,931,699,87728
8372,2012-06-28,2586,1161,169851
9020,2012-03-29,1020,148,37791
8950,2012-06-28,270,135,17801
8790,2012-06-28,3750,353,126162
8099,2012-04-28,1809,750,104425
8941,2012-06-28,59,18,2000
8393,2012-05-29,966,202,42187
8728,2012-06-28,1566,1007,117666
8940,2012-05-29,234,32,8834
8330,2012-06-28,315,167,18681
8387,2012-05-29,13,13,623
8661,2012-04-28,634,386,42892
8432,2012-03-29,2130,364,89807
8306,2012-04-28,1682,475,81207
8398,2012-04-28,2551,837,133326
9091,2012-04-28,453,16,13416
8143,2012-03-29,1422,575,85822
8880,2012-03-29,253,32,11607
7968,2012-05-29,348,129,22258
8141,2012-06-28,715,321,40327
8776,2012-03-29,540,162,28061
8418,2012-06-28,94,83,9652
8227,2012-03-29,189,75,13459
9087,2012-03-29,0,0,0
8594,2012-04-28,1674,521,82115
8537,2012-06-28,129,10,4309
9026,2012-03-29,140,29,6434
8072,2012-06-28,3850,2532,304079
9010,2012-06-28,334,16,11140
9001,2012-06-28,872,140,35156
8780,2012-04-28,540,137,27356
8839,2012-06-28,0,0,0
8120,2012-06-28,666,291,41161
8789,2012-06-28,305,83,16456
8680,2012-03-29,1080,143,42176
8958,2012-04-28,2173,372,93398
8607,2012-06-28,0,0,0
9030,2012-06-28,758,216,38283
8397,2012-03-29,2837,723,133812
8991,2012-04-28,591,329,38515
8822,2012-06-28,2284,148,80114
8882,2012-03-29,143,27,5572
8598,2012-04-28,62,27,4128
8970,2012-06-28,1971,961,121248
8316,2012-04-28,842,35,24162
7818,2012-03-29,11631,3121,591980
8648,2012-05-29,966,243,43213
8332,2012-04-28,237,54,10203
8311,2012-03-29,294,45,9633
8810,2012-06-28,13,13,2262
8101,2012-03-29,1152,224,49553
8108,2012-03-29,699,59,22115
8086,2012-05-29,1598,194,68966
8136,2012-04-28,2478,982,136304
8955,2012-04-28,94,29,3915
8534,2012-06-28,27,21,3663
8919,2012-03-29,0,0,0
9174,2012-06-28,2,0,81
8651,2012-05-29,97,10,3418
8864,2012-05-29,0,0,0
8332,2012-03-29,234,70,12806
8493,2012-05-29,2619,807,134913
8835,2012-03-29,183,81,10611
8884,2012-03-29,340,89,17231
8884,2012-05-29,270,89,16753
8910,2012-04-28,153,35,7314
9088,2012-04-28,0,0,0
8779,2012-04-28,710,159,30609
8595,2012-03-29,2300,618,108642
8063,2012-05-29,480,110,19836
8309,2012-03-29,275,137,20498
8882,2012-06-28,151,43,6903
8770,2012-05-29,734,275,37824
8574,2012-06-28,688,59,24478
8104,2012-05-29,40,16,2446
8778,2012-06-28,351,175,23546
8948,2012-06-28,1792,356,75829
9153,2012-06-28,988,747,79884
8073,2012-05-29,888,105,29540
8037,2012-06-28,3245,1655,209452
8659,2012-03-29,54,21,3391
8385,2012-03-29,70,27,4133
8970,2012-05-29,1460,542,80451
8480,2012-06-28,1449,18,42290
8101,2012-06-28,1001,305,51626
8124,2012-06-28,521,472,74628
8392,2012-03-29,326,113,17523
8574,2012-03-29,607,81,22715
8217,2012-03-29,850,89,29610
8472,2012-04-28,1776,791,103215
8339,2012-06-28,0,0,0
7974,2012-05-29,1782,394,80743
8921,2012-04-28,313,18,8532
8543,2012-06-28,1098,475,66819
8951,2012-06-28,580,97,23076
8591,2012-04-28,78,16,2899
8018,2012-04-28,2108,963,126316
8780,2012-05-29,445,118,22863
7968,2012-03-29,251,102,15241
9054,2012-04-28,21,2,550
8077,2012-06-28,494,48,14439
8305,2012-03-29,3315,183,112892
8930,2012-03-29,48,0,1460
8889,2012-06-28,1055,540,81450
9128,2012-06-28,421,99,18357
8739,2012-06-28,369,180,23681
9019,2012-05-29,62,13,2095
7146,2012-03-29,3296,1479,110033
8401,2012-04-28,99,8,3974
8027,2012-05-29,1809,602,95315
8881,2012-03-29,415,202,28417
8962,2012-03-29,872,102,34878
8907,2012-04-28,54,8,2951
8708,2012-06-28,718,429,53492
8662,2012-03-29,3620,445,147960
8558,2012-05-29,1741,126,52668
8693,2012-06-28,780,450,57280
8073,2012-06-28,278,24,7487
8562,2012-03-29,648,472,40797
8473,2012-05-29,1795,899,122172
7968,2012-04-28,297,113,15287
8674,2012-03-29,183,78,11480
8307,2012-06-28,86,43,6034
8871,2012-04-28,2119,1250,155652
8339,2012-03-29,1034,364,56251
8555,2012-06-28,43,8,1771
8027,2012-06-28,1873,750,105621
8114,2012-04-28,610,186,31006
8433,2012-03-29,1088,315,55773
9025,2012-06-28,974,294,48932
9116,2012-04-28,0,0,0
8550,2012-06-28,216,72,11164
8832,2012-03-29,121,45,6984
8766,2012-06-28,1112,564,72316
8393,2012-06-28,1287,210,53638
8095,2012-06-28,0,0,0
9008,2012-05-29,0,0,0
8914,2012-05-29,302,72,15695
8704,2012-03-29,939,124,34600
8327,2012-04-28,1228,24,43977
8019,2012-05-29,2327,993,135961
8841,2012-04-28,0,0,0
8998,2012-04-28,27,10,1012
9054,2012-03-29,0,0,0
9001,2012-03-29,556,72,20106
8512,2012-05-29,691,143,28995
8981,2012-04-28,747,56,25922
8595,2012-04-28,2502,872,147166
7117,2012-05-29,4233,3942,157504
9022,2012-06-28,1352,78,34959
8161,2012-06-28,723,140,32470
8349,2012-06-28,761,399,50765
8562,2012-06-28,747,585,62442
8223,2012-04-28,105,40,5888
8929,2012-05-29,45,8,1431
8450,2012-04-28,218,27,8750
8911,2012-06-28,0,0,0
8907,2012-06-28,0,0,0
8236,2012-03-29,653,67,22401
8977,2012-06-28,0,0,0
8959,2012-05-29,113,67,7487
9028,2012-05-29,907,588,68866
8775,2012-04-28,345,59,13505
8855,2012-06-28,504,116,22901
8019,2012-03-29,2362,1044,139714
8646,2012-05-29,264,45,11599
8661,2012-03-29,612,278,40772
8912,2012-05-29,0,0,0
8028,2012-04-28,7541,2286,383910
8278,2012-03-29,1633,129,52466
8584,2012-04-28,556,261,35661
8097,2012-04-28,1482,653,91341
9047,2012-03-29,0,0,0
8674,2012-06-28,83,54,5659
8944,2012-06-28,429,334,43866
8480,2012-04-28,1401,35,41893
8350,2012-03-29,1971,437,88535
9022,2012-03-29,145,16,2986
9047,2012-04-28,0,0,0
9031,2012-04-28,467,10,12789
9099,2012-06-28,594,43,20341
8538,2012-06-28,148,40,8626
8930,2012-04-28,94,8,3780
8674,2012-05-29,94,45,5472
8606,2012-06-28,1144,521,55738
8063,2012-06-28,556,183,28957
8966,2012-06-28,0,0,0
9021,2012-04-28,0,0,0
8276,2012-06-28,1579,634,94864
8975,2012-06-28,12055,1549,533455
8712,2012-06-28,421,229,29754
8898,2012-05-29,234,13,6174
9016,2012-04-28,110,37,5848
8186,2012-06-28,1196,302,59383
8327,2012-06-28,1541,13,52936
8237,2012-06-28,2038,866,111804
8569,2012-06-28,388,291,39522
8367,2012-04-28,448,24,14223
8568,2012-06-28,24,18,1687
8075,2012-06-28,494,213,27607
8855,2012-03-29,396,110,19988
8119,2012-05-29,267,167,20871
8773,2012-06-28,683,324,48532
8864,2012-04-28,0,0,0
8055,2012-04-28,0,0,0
9012,2012-05-29,110,10,3213
8166,2012-05-29,0,0,0
8218,2012-05-29,842,45,24856
8971,2012-06-28,0,0,0
9228,2012-05-29,0,0,0
8879,2012-03-29,259,113,17012
8541,2012-03-29,272,91,14210
8957,2012-06-28,1271,550,77284
9006,2012-06-28,156,121,16175
8059,2012-06-28,1104,324,56862
8805,2012-03-29,634,299,46032
8841,2012-05-29,0,0,0
8917,2012-05-29,24,24,2273
8910,2012-05-29,194,37,9811
8086,2012-04-28,2016,229,87439
8235,2012-03-29,89,21,4387
8598,2012-05-29,97,56,6966
8079,2012-03-29,1082,280,50903
8903,2012-06-28,2538,310,105402
8984,2012-03-29,59,40,3369
8568,2012-05-29,16,13,2057
8013,2012-03-29,2551,1363,172759
9133,2012-05-29,256,62,11283
8348,2012-04-28,769,418,61767
8393,2012-04-28,1090,256,47771
8051,2012-04-28,996,234,47436
8727,2012-06-28,0,0,0
8072,2012-03-29,3723,2538,300993
8945,2012-04-28,110,105,7854
8153,2012-05-29,151,45,7460
8083,2012-03-29,3040,467,120220
8037,2012-03-29,2862,1393,184788
8695,2012-03-29,1031,553,63018
8031,2012-05-29,1090,94,27958
8015,2012-06-28,1112,337,54361
8450,2012-03-29,189,10,6561
8086,2012-03-29,1803,175,76126
8479,2012-06-28,294,51,12420
8659,2012-04-28,48,10,1965
8646,2012-04-28,229,13,7770
8955,2012-06-28,72,37,5146
8980,2012-04-28,1053,326,57137
8473,2012-03-29,1568,531,79134
8698,2012-05-29,1860,893,113456
8332,2012-05-29,288,81,13413
8873,2012-06-28,0,0,0
8150,2012-06-28,1050,270,55817
8206,2012-06-28,205,116,13432
8667,2012-03-29,113,18,5367
8960,2012-05-29,807,224,42484
8029,2012-03-29,6679,3523,446345
8386,2012-06-28,523,213,28233
8756,2012-05-29,380,270,33482
8327,2012-05-29,1404,24,49734
8388,2012-05-29,299,137,19091
8871,2012-06-28,2519,1233,158614
8513,2012-05-29,823,37,22167
8053,2012-06-28,6936,2006,342951
8958,2012-03-29,2041,156,66692
8166,2012-06-28,0,0,0
8595,2012-06-28,2554,1074,166082
8145,2012-03-29,726,56,24084
8904,2012-04-28,1020,13,22674
8337,2012-04-28,413,43,15403
7239,2012-04-28,4595,132,119979
8012,2012-03-29,5556,453,175440
8132,2012-04-28,1239,108,40648
8156,2012-03-29,1350,313,65353
8934,2012-06-28,83,18,4333
8028,2012-06-28,8197,1614,370448
8557,2012-05-29,89,56,7881
8467,2012-06-28,334,64,14582
8206,2012-03-29,302,59,12676
8016,2012-04-28,1790,872,119113
8493,2012-04-28,2670,834,134476
8215,2012-03-29,2972,2011,234786
8921,2012-05-29,369,13,10427
8693,2012-05-29,704,442,54348
9055,2012-03-29,51,2,2060
8433,2012-05-29,1452,658,85835
8124,2012-04-28,583,459,61001
8305,2012-05-29,3334,353,125701
8215,2012-04-28,3013,2035,224262
8338,2012-04-28,288,72,13683
8653,2012-06-28,353,24,12765
8980,2012-03-29,920,243,45557
8715,2012-06-28,891,696,82746
8903,2012-03-29,2149,180,78081
8348,2012-03-29,726,467,68895
8464,2012-05-29,2095,1155,157663
8648,2012-06-28,947,189,36612
8433,2012-04-28,1358,437,73377
8971,2012-05-29,0,0,0
8218,2012-06-28,1023,43,31106
8241,2012-03-29,1992,758,112257
8144,2012-03-29,299,153,22574
8674,2012-04-28,178,99,11502
8061,2012-06-28,1566,615,88179
8158,2012-03-29,243,70,12298
9081,2012-06-28,29,24,2905
8567,2012-04-28,445,137,23152
8858,2012-06-28,1026,437,71822
8452,2012-06-28,164,51,7546
8819,2012-05-29,756,310,47452
7822,2012-06-28,2270,1177,155428
8600,2012-05-29,2494,648,111639
8351,2012-06-28,264,56,13983
8553,2012-03-29,340,35,14852
8146,2012-05-29,464,99,19442
8690,2012-06-28,534,278,39268
8165,2012-03-29,1155,51,30893
8437,2012-04-28,75,37,6412
8100,2012-03-29,421,224,29203
9010,2012-03-29,72,0,2103
9147,2012-06-28,229,78,12425
8960,2012-03-29,901,189,42079
